gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000220758	unprocessed_pseudogene	VN1R10P	+	6	36.4571428571429	874
ENSG00000220771	processed_pseudogene	BOLA2P3	+	6	60.9375	255
ENSG00000220773	processed_pseudogene	RPSAP44	+	6	49.8868778280543	883
ENSG00000220785	transcribed_unprocessed_pseudogene	MTMR9LP	-	1	61.280487804878	9962
ENSG00000220793	processed_pseudogene	RPL21P119	-	16	42.9166666666667	479
ENSG00000220804	transcribed_unprocessed_pseudogene	LINC01881	+	2	44.3147208121827	87364
ENSG00000220831	processed_pseudogene	NDUFA5P9	-	6	40.2941176470588	339
ENSG00000220842	processed_pseudogene	RPL21P16	-	10	43.2712215320911	482
ENSG00000220848	transcribed_processed_pseudogene	RPS18P9	+	6	46.5382851902797	9191
ENSG00000220867	processed_pseudogene	HSPE1P26	+	6	38.9090909090909	274
ENSG00000220868	processed_pseudogene	MRPL35P1	+	6	41.958041958042	571
ENSG00000220871	processed_pseudogene	DNAJC19P6	+	6	40.7142857142857	279
ENSG00000220875	processed_pseudogene	H3C9P	-	6	51.0791366906475	416
ENSG00000220884	processed_pseudogene	MESTP1	-	6	49.8993963782696	993
ENSG00000220891	lncRNA	LL22NC03-63E9.3	+	22	49.3089038894246	7259
ENSG00000220908	lncRNA	LINC02531	-	6	68.2967959527825	826
ENSG00000220913	unprocessed_pseudogene		+	6	51.1247443762781	7868
ENSG00000220918	processed_pseudogene		+	6	38.8830347734457	948
ENSG00000220920	unprocessed_pseudogene		+	6	46.2395543175487	358
ENSG00000220924	processed_pseudogene	OSTCP4	+	4	43.4298440979955	448
ENSG00000220925	lncRNA	IGBP1-AS2	-	X	46.9785575048733	1072
ENSG00000220937	processed_pseudogene	HNRNPA1P41	-	9	46.7672413793103	1232
ENSG00000220948	protein_coding	TRIM51GP	-	11	44.2359249329759	8502
ENSG00000220949	unprocessed_pseudogene		-	19	39.117859725235	3400
ENSG00000220960	processed_pseudogene		+	6	35.0622406639004	481
ENSG00000220986	snoRNA		+	5	62.6865671641791	133
ENSG00000220988	snoRNA	SNORD88C	-	19	64.8351648351648	90
ENSG00000221015	snRNA	RNU6ATAC29P	-	3	42.4	124
ENSG00000221017	miRNA	MIR1323	+	19	46.5753424657534	72
ENSG00000221023	snRNA	RNU6ATAC19P	+	2	42.7272727272727	109
ENSG00000221025	miRNA	MIR1250	-	17	57.5221238938053	112
ENSG00000221028	miRNA	MIR1231	+	1	58.695652173913	91
ENSG00000221031	ribozyme		-	11	36.4583333333333	191
ENSG00000221033	miRNA	MIR1272	-	15	48.062015503876	128
ENSG00000221036	miRNA	MIR1193	+	14	55.1282051282051	77
ENSG00000221038	snRNA	RNU6ATAC7P	-	17	46.4566929133858	126
ENSG00000221039	miRNA	MIR1286	-	22	55.1282051282051	77
ENSG00000221040	snoRNA	U3	+	1	48.1481481481481	215
ENSG00000221042	ribozyme		-	10	56.4102564102564	77
ENSG00000221043	snoRNA	U3	-	5	48.1132075471698	211
ENSG00000221044	snoRNA	U3	-	17	50.4901960784314	203
ENSG00000221046	snRNA	RNU6ATAC38P	+	20	47.6190476190476	125
ENSG00000221052	miRNA	MIR1266	-	15	53.5714285714286	83
ENSG00000221055	miRNA	MIR1302-3	-	2	29.7101449275362	137
ENSG00000221059	snRNA	RNU6ATAC6P	+	3	42.0634920634921	125
ENSG00000221060	snoRNA		-	14	44.9612403100775	128
ENSG00000221063	miRNA	MIR1296	-	10	57.6086956521739	91
ENSG00000221066	snoRNA	SNORD111	+	16	37.2340425531915	93
ENSG00000221081	miRNA	MIR320D2	-	X	47.9166666666667	47
ENSG00000221083	snoRNA		-	1	55.2	124
ENSG00000221091	miRNA	MIR1302-5	-	20	31.3333333333333	149
ENSG00000221093	snoRNA		-	8	53.1531531531532	110
ENSG00000221102	snoRNA	SNORA11B	+	14	52.7131782945736	128
ENSG00000221114	snRNA	RNU6ATAC30P	+	14	48.3606557377049	121
ENSG00000221116	snoRNA	SNORD110	+	20	45.3333333333333	74
ENSG00000221120	miRNA	MIR1224	+	3	70.5882352941177	84
ENSG00000221125	snoRNA	U3	-	19	50.9433962264151	211
ENSG00000221139	snoRNA		-	18	60.5769230769231	103
ENSG00000221148	snoRNA		-	12	47.2	124
ENSG00000221164	snoRNA	SNORA11F	-	10	50.78125	127
ENSG00000221176	miRNA	MIR1207	+	8	62.0689655172414	86
ENSG00000221184	miRNA		+	10	50.5154639175258	96
ENSG00000221187	miRNA	MIR548M	-	X	32.5581395348837	85
ENSG00000221200	miRNA	MIR1253	-	17	45.7142857142857	104
ENSG00000221203	miRNA	MIR1262	-	1	35.4838709677419	92
ENSG00000221206	snRNA	RNU6ATAC15P	-	3	47.1074380165289	120
ENSG00000221214	miRNA	MIR548E	+	10	35.2272727272727	87
ENSG00000221216	snRNA	RNU6ATAC27P	+	1	47.0588235294118	118
ENSG00000221227	miRNA	MIR1305	+	4	36.046511627907	85
ENSG00000221230	miRNA	MIR548L	-	11	39.5348837209302	85
ENSG00000221238	miRNA	MIR1285-2	-	2	52.2727272727273	87
ENSG00000221240	miRNA	MIR1258	-	2	54.7945205479452	72
ENSG00000221241	snoRNA	SNORD88A	-	19	70.3296703296703	90
ENSG00000221245	snoRNA		+	4	49.6062992125984	126
ENSG00000221251	miRNA	MIR1263	-	3	41.8604651162791	85
ENSG00000221255	snRNA	RNU6ATAC37P	+	2	43.5114503816794	130
ENSG00000221261	miRNA	MIR1208	+	8	58.9041095890411	72
ENSG00000221263	miRNA	MIR548P	-	5	28.5714285714286	83
ENSG00000221264	miRNA	MIR1284	-	3	30	119
ENSG00000221265	miRNA	MIR1255A	-	4	33.6283185840708	112
ENSG00000221269	miRNA	MIR1302-8	-	9	34.375	127
ENSG00000221273	miRNA	MIR1237	+	11	77.4509803921569	101
ENSG00000221275	miRNA	MIR548I2	-	4	36.9127516778523	148
ENSG00000221287	miRNA	MIR1289-2	-	5	53.1531531531532	110
ENSG00000221288	miRNA	MIR663B	-	2	70.4347826086957	114
ENSG00000221296	miRNA	MIR548T	+	4	36.4864864864865	73
ENSG00000221300	snoRNA		+	2	41.6666666666667	59
ENSG00000221303	snoRNA	SNORA79	-	14	34.2857142857143	139
ENSG00000221305	miRNA	MIR548I3	-	8	37.5838926174497	148
ENSG00000221325	miRNA	MIR1200	-	7	48.6842105263158	75
ENSG00000221331	miRNA	MIR548Q	-	10	33	99
ENSG00000221332	snoRNA	U3	-	6	42.3076923076923	207
ENSG00000221333	miRNA	MIR548K	+	11	34.4827586206897	115
ENSG00000221340	snRNA	RNU6ATAC18P	-	1	47.5247524752475	100
ENSG00000221345	snoRNA	U3	-	6	45.0704225352113	212
ENSG00000221348	miRNA	MIR548F5	-	X	30.2325581395349	85
ENSG00000221355	miRNA	MIR1288	+	17	53.3333333333333	74
ENSG00000221363	snRNA	RNU6ATAC20P	-	18	42.5196850393701	126
ENSG00000221365	miRNA	MIR1228	+	12	75.3424657534247	72
ENSG00000221369	miRNA	MIR548G	-	4	29.2134831460674	88
ENSG00000221371	miRNA	MIR1265	+	10	39.5348837209302	85
ENSG00000221375	snRNA	RNU6ATAC23P	+	X	32.520325203252	122
ENSG00000221381	snoRNA	SNORD88B	-	19	68.1318681318681	90
ENSG00000221387	snRNA	RNU6ATAC8P	+	8	44.4444444444444	125
ENSG00000221390	miRNA	MIR1295A	-	1	51.8987341772152	78
ENSG00000221393	miRNA	MIR1302-6	-	7	27.7777777777778	89
ENSG00000221394	miRNA	MIR1229	-	5	66.6666666666667	68
ENSG00000221400	snoRNA	SNORD3J	-	10	52.1052631578947	189
ENSG00000221406	miRNA	MIR320B2	-	1	36.9565217391304	137
ENSG00000221410	miRNA	MIR1238	+	19	68.6746987951807	82
ENSG00000221411	miRNA	MIR1227	-	19	69.3181818181818	87
ENSG00000221420	snoRNA	SNORA81	+	3	38.7640449438202	177
ENSG00000221421	miRNA	MIR1283-1	+	19	43.6781609195402	86
ENSG00000221430	miRNA	MIR1294	+	5	45.7746478873239	141
ENSG00000221436	miRNA	MIR548F3	-	5	29.8850574712644	86
ENSG00000221439	snRNA	RNU4ATAC16P	+	12	43.6507936507937	125
ENSG00000221440	snRNA	RNU6ATAC31P	-	4	45.2380952380952	125
ENSG00000221442	miRNA	MIR548F4	-	7	28.5714285714286	104
ENSG00000221445	miRNA	MIR1301	-	2	62.1951219512195	81
ENSG00000221455	snoRNA	U3	+	6	44.6009389671362	212
ENSG00000221456	miRNA	MIR1202	+	6	66.2650602409639	82
ENSG00000221459	snoRNA	SNORA11C	+	X	51.1627906976744	128
ENSG00000221461	snoRNA	U3	-	8	48.1481481481481	215
ENSG00000221463	miRNA	MIR1277	+	X	25.6410256410256	77
ENSG00000221464	miRNA	MIR1271	+	5	51.1627906976744	85
ENSG00000221466	miRNA	MIR548AJ2	-	X	28.2608695652174	91
ENSG00000221468	snRNA	RNU6ATAC11P	+	10	52.8	124
ENSG00000221476	miRNA	MIR1827	+	12	48.4848484848485	65
ENSG00000221479	miRNA	MIR1251	+	12	55.7142857142857	69
ENSG00000221491	snoRNA	SNORA2C	-	12	50.3649635036496	136
ENSG00000221493	miRNA	MIR320C1	+	18	42.0454545454545	87
ENSG00000221494	miRNA	MIR548I4	-	X	36.3636363636364	76
ENSG00000221496	snoRNA	U3	+	17	43.9330543933054	238
ENSG00000221498	snoRNA		-	2	57.1428571428571	111
ENSG00000221500	snoRNA	SNORD100	+	6	50	75
ENSG00000221502	miRNA	MIR1245A	+	2	30	69
ENSG00000221507	snRNA	RNU6ATAC40P	+	7	49.6350364963504	136
ENSG00000221510	miRNA	MIR548O	-	7	35.9649122807018	113
ENSG00000221514	snoRNA	SNORD111B	+	16	37.5	79
ENSG00000221518	snRNA	RNU6ATAC16P	+	3	45.6521739130435	137
ENSG00000221520	miRNA	MIR1285-1	-	7	47.6190476190476	83
ENSG00000221525	miRNA	MIR1185-1	+	14	38.3720930232558	85
ENSG00000221527	snRNA	RNU6ATAC41P	-	8	44.4444444444444	125
ENSG00000221533	miRNA	MIR1184-1	-	X	56.5656565656566	98
ENSG00000221537	miRNA	MIR548H1	-	14	35.2941176470588	101
ENSG00000221539	snoRNA	SNORD99	-	1	47.2972972972973	73
ENSG00000221540	miRNA	MIR1180	-	17	69.5652173913043	68
ENSG00000221545	miRNA	MIR1255B2	+	1	43.2835820895522	66
ENSG00000221548	miRNA	MIR1283-2	+	19	42.5287356321839	86
ENSG00000221552	miRNA	MIR1303	+	5	41.8604651162791	85
ENSG00000221562	snRNA	RNU6ATAC10P	+	5	50.4504504504505	110
ENSG00000221563	miRNA	MIR1269A	+	4	59.0476190476191	104
ENSG00000221564	snRNA	RNU6ATAC42P	+	12	40	94
ENSG00000221571	lncRNA	RNU6ATAC35P	+	1	31.5315315315315	443
ENSG00000221574	snRNA	RNU6ATAC33P	-	11	46.031746031746	125
ENSG00000221583	snRNA	RNU6ATAC21P	+	6	42.8571428571429	125
ENSG00000221585	miRNA	MIR1226	+	3	64	74
ENSG00000221586	miRNA	MIR1261	-	11	42.6829268292683	81
ENSG00000221594	miRNA	MIR548F1	-	10	30.952380952381	83
ENSG00000221598	miRNA	MIR1249	-	22	65.1515151515152	65
ENSG00000221601	snRNA	RNU4ATAC2P	+	5	46.8253968253968	125
ENSG00000221604	miRNA	MIR1293	-	12	47.887323943662	70
ENSG00000221611	snoRNA		+	12	51.6483516483516	90
ENSG00000221614	miRNA	MIR1185-2	+	14	38.3720930232558	85
ENSG00000221616	miRNA	MIR548H4	-	8	33.3333333333333	110
ENSG00000221628	miRNA	MIR1302-4	-	2	28.6666666666667	149
ENSG00000221630	miRNA	MIR1179	+	15	41.7582417582418	90
ENSG00000221633	snoRNA	U3	-	3	48.5576923076923	207
ENSG00000221634	miRNA	MIR1276	-	15	56.6265060240964	82
ENSG00000221638	snoRNA	U3	+	2	47.0319634703196	218
ENSG00000221639	snoRNA		+	4	52.8	124
ENSG00000221641	miRNA	MIR1268A	-	15	67.3076923076923	51
ENSG00000221643	snoRNA	SNORA77	+	1	56.8	124
ENSG00000221649	miRNA	MIR1233-1	-	15	73.1707317073171	81
ENSG00000221650	miRNA	MIR1267	-	13	44.8717948717949	77
ENSG00000221656	miRNA	MIR1225	-	16	74.4444444444444	89
ENSG00000221662	miRNA	MIR1290	-	1	39.7435897435897	77
ENSG00000221669	miRNA	MIR548N	-	7	36	74
ENSG00000221673	snoRNA	U3	+	1	47.196261682243	213
ENSG00000221676	snRNA	RNU6ATAC	-	9	50	125
ENSG00000221680	miRNA	MIR1278	+	1	37.037037037037	80
ENSG00000221697	miRNA	MIR1275	-	6	51.25	79
ENSG00000221698	miRNA	MIR548H3	-	17	35.5932203389831	117
ENSG00000221703	miRNA	MIR302E	+	11	40.2777777777778	71
ENSG00000221705	snoRNA	SNORA11E	-	X	55.46875	127
ENSG00000221710	miRNA	MIR1298	+	X	41.0714285714286	111
ENSG00000221711	snoRNA		-	4	34.4827586206897	57
ENSG00000221716	snoRNA	SNORA11	+	X	53.90625	127
ENSG00000221719	snoRNA	SNORA3C	-	16	50.4	124
ENSG00000221725	snRNA	RNU6ATAC25P	+	16	42.7350427350427	116
ENSG00000221737	miRNA	MIR548I1	-	3	38.9261744966443	148
ENSG00000221739	miRNA	MIR1203	-	17	62.3529411764706	84
ENSG00000221740	snoRNA	SNORD93	+	7	41.8918918918919	73
ENSG00000221745	miRNA	MIR1197	+	14	42.0454545454545	87
ENSG00000221750	snoRNA	SNORA11G	+	X	51.937984496124	128
ENSG00000221753	miRNA		-	8	56.3106796116505	102
ENSG00000221754	miRNA	MIR1260A	+	14	53.4246575342466	72
ENSG00000221760	miRNA	MIR548J	-	22	44.6428571428571	111
ENSG00000221763	miRNA	MIR1289-1	-	20	41.6666666666667	143
ENSG00000221768	miRNA	MIR1302-7	-	8	31.9444444444444	71
ENSG00000221771	miRNA	MIR1205	+	8	52.3809523809524	62
ENSG00000221782	miRNA	MIR548F2	-	2	27.5510204081633	97
ENSG00000221783	miRNA	MIR1183	+	7	48.314606741573	88
ENSG00000221788	miRNA	MIR1252	+	12	26.1538461538462	64
ENSG00000221792	miRNA	MIR1282	-	15	54.4554455445545	100
ENSG00000221801	miRNA	MIR548H2	-	16	35.2272727272727	87
ENSG00000221803	snoRNA	SNORD23	+	19	70	109
ENSG00000221806	snRNA	RNU6ATAC34P	-	20	44.6280991735537	120
ENSG00000221808	miRNA	MIR1256	-	1	42.0168067226891	118
ENSG00000221813	protein_coding	OR6B1	+	7	41.5753865979381	8473
ENSG00000221817	lncRNA	PPP3CB-AS1	+	10	46.3203241191856	24545
ENSG00000221818	protein_coding	EBF2	-	8	46.2840393343419	203688
ENSG00000221819	lncRNA	GAS8-AS1	-	16	57.2529782761037	993
ENSG00000221821	protein_coding	C6orf226	-	6	59.4254937163375	556
ENSG00000221823	protein_coding	PPP3R1	-	2	40.6010089932003	77380
ENSG00000221826	protein_coding	PSG3	-	19	46.9994632313473	18843
ENSG00000221829	protein_coding	FANCG	-	9	56.5069326198005	6107
ENSG00000221836	protein_coding	OR2A5	+	7	39.8053001622499	9897
ENSG00000221837	protein_coding	KRTAP10-9	+	21	67.034834324554	1285
ENSG00000221838	protein_coding	AP4M1	+	7	58.0100654700931	8796
ENSG00000221840	protein_coding	OR4A5	+	11	42.1101774042951	1070
ENSG00000221843	protein_coding	C2orf16	+	2	44.8829697800982	45335
ENSG00000221844	processed_pseudogene	DPP3P2	-	9	57.3702830188679	1695
ENSG00000221845	lncRNA	C7orf65	+	7	54.4486430779801	6404
ENSG00000221849	processed_pseudogene		+	2	46.2471569370735	1641
ENSG00000221852	protein_coding	KRTAP1-5	-	17	48.8588334742181	1182
ENSG00000221855	protein_coding	TAS2R41	+	7	50.1082251082251	923
ENSG00000221857	lncRNA		+	19	62.6139817629179	12512
ENSG00000221858	protein_coding	OR2A12	+	7	40.7563831829526	12675
ENSG00000221859	protein_coding	KRTAP10-10	+	21	64.1818181818182	1099
ENSG00000221864	protein_coding	KRTAP12-2	-	21	60.4871447902571	738
ENSG00000221866	protein_coding	PLXNA4	-	7	52.6494109028753	525356
ENSG00000221867	protein_coding	MAGEA3	+	X	53.572259716081	3580
ENSG00000221869	protein_coding	CEBPD	-	8	65.9744408945687	1251
ENSG00000221874	protein_coding	ZNF816-ZNF321P	-	19	41.7731629392971	34348
ENSG00000221878	protein_coding	PSG7	-	19	47.072	13075
ENSG00000221879	processed_pseudogene	MRPS21P3	+	1	50.763358778626	261
ENSG00000221880	protein_coding	KRTAP1-3	-	17	52.6740665993945	990
ENSG00000221882	protein_coding	OR3A2	-	17	50.3895116853506	109375
ENSG00000221883	lncRNA	ARIH2OS	-	3	55.3742802303263	1041
ENSG00000221886	protein_coding	ZBED8	-	5	39.9659863945578	6906
ENSG00000221887	protein_coding	HMSD	+	18	43.5081685296647	32473
ENSG00000221888	protein_coding	OR1C1	-	1	38.9375248706725	5710
ENSG00000221890	protein_coding	NPTXR	-	22	60.4288164665523	25576
ENSG00000221891	processed_pseudogene	FAM218BP	-	4	55.8951965065502	457
ENSG00000221900	protein_coding	POM121L12	+	7	63.9597834493426	1292
ENSG00000221909	protein_coding	FAM200A	-	7	39.6055316254818	12236
ENSG00000221910	protein_coding	OR2F2	+	7	49.895178197065	953
ENSG00000221914	protein_coding	PPP2R2A	+	8	39.9240315472048	81172
ENSG00000221916	protein_coding	C19orf73	-	19	62.9380053908356	741
ENSG00000221923	protein_coding	ZNF880	+	19	45.4305634068212	15878
ENSG00000221926	protein_coding	TRIM16	-	17	51.7132942962481	56351
ENSG00000221930	transcribed_processed_pseudogene	DENND10P1	+	X	45.1816160118606	1623
ENSG00000221931	protein_coding	OR6X1	-	11	47.0713525026624	938
ENSG00000221932	protein_coding	HEPN1	+	11	51.115760111576	1433
ENSG00000221933	protein_coding	OR2A25	+	7	46.6577540106952	6059
ENSG00000221937	protein_coding	TAS2R40	+	7	47.5551294343241	1042
ENSG00000221938	protein_coding	OR2A14	+	7	46.7455621301775	8012
ENSG00000221944	protein_coding	TIGD1	-	2	49.4681647940075	6674
ENSG00000221946	protein_coding	FXYD7	+	19	59.9106836138784	11052
ENSG00000221947	protein_coding	XKR9	+	8	35.7245854361932	121032
ENSG00000221949	lncRNA	LINC01465	-	12	58.1958762886598	1939
ENSG00000221953	lncRNA	C1orf229	-	1	64.5261293179805	2257
ENSG00000221954	protein_coding	OR4C12	-	11	41.862652869238	1062
ENSG00000221955	protein_coding	SLC12A8	-	3	53.0754183873071	130228
ENSG00000221957	polymorphic_pseudogene	KIR2DS4	+	19	52.691466083151	15893
ENSG00000221962	transcribed_processed_pseudogene	TMEM14EP	-	3	41.6965352449223	1295
ENSG00000221963	protein_coding	APOL6	+	22	40.2881271733731	19958
ENSG00000221968	protein_coding	FADS3	-	11	59.4179112642924	18532
ENSG00000221970	protein_coding	OR2A1	+	7	43.826380109566	10318
ENSG00000221971	processed_pseudogene	TTC4P1	-	7	46.1139896373057	1157
ENSG00000221977	protein_coding	OR4E2	+	14	38.4238178633975	13807
ENSG00000221978	protein_coding	CCNL2	-	1	53.5005868544601	13624
ENSG00000221983	protein_coding	UBA52	+	19	54.654386121792	5820
ENSG00000221986	protein_coding	MYBPHL	-	1	54.8423423423423	14646
ENSG00000221988	protein_coding	PPT2	+	6	56.491849751949	10237
ENSG00000221989	protein_coding	OR2A2	+	7	50.0522466039707	956
ENSG00000221990	lncRNA	EXOC3-AS1	-	5	55.3217077570655	1662
ENSG00000221994	protein_coding	ZNF630	-	X	44.1170452220176	88302
ENSG00000221995	protein_coding	TIAF1	-	17	52.557616638561	5336
ENSG00000221996	protein_coding	OR52B4	-	11	44.6619217081851	1123
ENSG00000222000	lncRNA		-	2	50.9780675755779	24616
ENSG00000222001	lncRNA		+	2	51.1469838572642	3271
ENSG00000222004	lncRNA	LINC02860	+	7	46.7976524623628	9434
ENSG00000222005	lncRNA	LINC01118	+	2	51.6876854599407	123864
ENSG00000222007	lncRNA		-	2	42.8571428571429	9532
ENSG00000222009	protein_coding	BTBD19	+	1	62.5119338071497	7103
ENSG00000222011	protein_coding	FAM185A	+	7	47.8303747534517	60254
ENSG00000222012	lncRNA		+	7	54.1377314814815	4742
ENSG00000222014	protein_coding	RAB6C	+	2	43.1174747803449	3072
ENSG00000222017	lncRNA		+	2	36.7248062015504	81717
ENSG00000222018	protein_coding	FAM243A	-	21	43.6004162330905	960
ENSG00000222019	transcribed_unprocessed_pseudogene	URAHP	-	16	61.4970865082922	8012
ENSG00000222020	lncRNA	HDAC4-AS1	+	2	58.7666263603386	928
ENSG00000222022	lncRNA		-	2	51.8707482993197	3856
ENSG00000222024	processed_pseudogene		+	7	55.645981688708	982
ENSG00000222028	protein_coding	PSMB11	+	14	58.1395348837209	1848
ENSG00000222030	lncRNA	LINC01793	+	2	34.9214145383104	61692
ENSG00000222031	lncRNA		-	2	42.2174840085288	47554
ENSG00000222032	lncRNA		-	2	44.547134935305	5902
ENSG00000222033	lncRNA	LINC01124	-	2	60.5573925366084	2116
ENSG00000222035	lncRNA	KIAA2012-AS1	-	2	43.3620689655172	41652
ENSG00000222036	protein_coding	POTEM	+	14	47.3492626470039	36318
ENSG00000222037	IG_C_pseudogene	IGLC6	+	22	59.9369085173502	316
ENSG00000222038	protein_coding	POTEJ	+	2	48.2195845697329	46597
ENSG00000222041	lncRNA	CYTOR	+	2	46.9695402596059	181959
ENSG00000222042	lncRNA		-	21	47.9270315091211	192437
ENSG00000222043	lncRNA		+	2	72.3446893787575	1156
ENSG00000222044	lncRNA		-	22	56.4928909952607	2063
ENSG00000222046	protein_coding	DCDC2B	+	1	57.8898225957049	7103
ENSG00000222047	lncRNA	C10orf55	-	10	56.3867886987664	12808
ENSG00000222051	snRNA	RNU6-1165P	+	10	41.1214953271028	106
ENSG00000222054	rRNA_pseudogene	RNA5SP177	+	5	55.1401869158879	106
ENSG00000222057	snRNA	RNU4-62P	-	3	39.2307692307692	129
ENSG00000222067	snRNA	RNU4-86P	-	11	42.0091324200913	218
ENSG00000222068	misc_RNA	RN7SKP154	-	2	53.1034482758621	289
ENSG00000222069	misc_RNA	RN7SKP285	+	1	45.9119496855346	317
ENSG00000222071	miRNA	MIR1915	-	10	78.75	79
ENSG00000222072	misc_RNA	Y_RNA	-	10	35.5140186915888	106
ENSG00000222076	snRNA	RNU2-3P	+	15	39.7905759162304	190
ENSG00000222078	misc_RNA	RN7SKP110	-	6	50.8771929824561	284
ENSG00000222087	snRNA	RNU6-721P	-	18	40.9523809523809	104
ENSG00000222092	snRNA	RNU6-908P	+	10	36.1702127659574	93
ENSG00000222094	snRNA	RNU2-65P	+	15	38.3783783783784	184
ENSG00000222095	snoRNA		+	14	47.2972972972973	73
ENSG00000222099	misc_RNA	RN7SKP32	-	8	44.2244224422442	302
ENSG00000222102	misc_RNA	RN7SKP232	-	5	52.4137931034483	289
ENSG00000222107	misc_RNA	RN7SKP117	-	5	53.4090909090909	263
ENSG00000222111	misc_RNA	RN7SKP148	+	5	55.2727272727273	274
ENSG00000222112	misc_RNA	RN7SKP16	-	1	54.180602006689	298
ENSG00000222114	snRNA	RNU6-985P	-	X	35.5769230769231	103
ENSG00000222118	rRNA_pseudogene	RNA5SP487	-	20	49.1803278688525	121
ENSG00000222122	snRNA	RNU6-648P	+	X	33.6448598130841	106
ENSG00000222123	rRNA_pseudogene	RNA5SP390	+	15	40.7079646017699	112
ENSG00000222126	snRNA	RNU2-9P	-	2	37.2413793103448	144
ENSG00000222129	rRNA_pseudogene	RNA5SP36	-	13	46.6165413533835	132
ENSG00000222139	snRNA	RNU6-380P	+	15	32.7102803738318	106
